x1;x2;fitness;fitness_call_counter;Minimum globalne
0,0016700762853214535;0,02131231391906452;0,01451947235582951;17550;NIE
0,04212865213545047;0,04375625465315591;0,11640433890459345;17550;NIE
0,00288462894518704;0,01219018643764791;0,004993271442706337;17550;TAK
0,003017996326657113;0,004552098234603785;0,0009497777803528784;17550;TAK
0,02002866564293193;0,002639509886137592;0,01296989094457457;17550;NIE
0,015635710438283157;0,023723231238182874;0,025645785844758073;17550;NIE
0,018918323279773275;0,010300559641685747;0,0147529911574531;17550;NIE
0,012935760092991244;0,03154001998056222;0,036843392604759106;17550;NIE
0,012131038960847551;0,0056306059832391675;0,005691945819590094;17550;TAK
0,015426150539674333;0,006628868505129004;0,008967380255780144;17550;TAK
1,2448079546478752e-05;0,040226770076118634;0,051113563920596405;17550;NIE
0,022054528468912205;0,012827674950214862;0,020686167970401126;17550;NIE
0,013141949824321375;0,00859994864874103;0,007848997043898187;17550;TAK
0,003934955025979847;0,0019046534007650662;0,0006085205138837146;17550;TAK
0,037052799971853734;0,0148909891045792;0,05047192841170478;17550;NIE
0,027323268102597664;0,08058951906601908;0,22389197522697346;17550;NIE
0,02462359936718428;0,007916364709266488;0,021243503785805196;17550;NIE
0,11739344643456207;0,0695603768117814;0,5599577258502983;17550;NIE
0,022402325760568997;0,003925816589948172;0,016431447197161386;17550;NIE
0,010388474330199071;0,01904071578983979;0,014958253974036939;17550;NIE
0,02006878295950043;0,06386175984417941;0,14004817241301248;17550;NIE
0,00016961046776764466;0,012786348917444013;0,005202635175447501;17550;TAK
0,010570864523256396;0,028887046400404737;0,030017345968163855;17550;NIE
0,006757836190353861;0,007715928819397311;0,003349064359613907;17550;TAK
0,0013522888218003848;0,009550321041332577;0,002961222839688027;17550;TAK
0,010476676168799326;0,00240260883072152;0,003676954934690002;17550;TAK
0,01291584769855414;0,02376532771852846;0,023241373650277897;17550;NIE
0,035041774872686116;0,01583506599645157;0,04683632589688713;17550;NIE
0,02240077621127945;0,02896145615225143;0,0425355957134852;17550;NIE
