x1;x2;fitness;fitness_call_counter;Minimum globalne
0,012476214559822063;0,008201233117682172;0,007093653487495466;17550;TAK
0,037527293216442215;0,030856227922073542;0,07470424372721407;17550;NIE
0,019442597011488094;0,01548604568710743;0,019641578794218795;17550;NIE
0,013446170335662977;0,02946802827028816;0,03328350685893677;17550;NIE
0,02021187201238861;0,022704085746293123;0,029353812813775804;17550;NIE
0,0035700731647501094;0,010609173469837807;0,003987832665954816;17550;TAK
0,014595979267629344;0,006434273634628562;0,008094624026545816;17550;TAK
0,048322446820411535;0,017738186703485925;0,0834971726755751;17550;NIE
0,02447760053045056;0,0012004093875661592;0,019067574998199;17550;NIE
0,0025240723199663195;0,010450049783729987;0,0036782853119798897;17550;TAK
0,011527146187725212;0,01100889522485815;0,008085128660447971;17550;TAK
0,031958701116529875;0,008228647288692215;0,03451293326987037;17550;NIE
0,006793046892643595;0,003132968451365792;0,0017815853469171916;17550;TAK
0,0059433580554094645;0,010639680826232789;0,004727222116441165;17550;TAK
0,009519689598486036;0,004140148188622517;0,003430170168734037;17550;TAK
0,010496949972817582;0,020275979695790203;0,016570846034547504;17550;NIE
0,005410280340381601;0,02277128117982763;0,017400686096046503;17550;NIE
0,011858659111784076;0,03289479105199267;0,03874532907282857;17550;NIE
0,004881002162841153;0,0027753602412363687;0,0010037933823703327;17550;TAK
0,011031582949103003;0,0016784283063646654;0,0039624564509266325;17550;TAK
0,0051876086957385326;0,009324567886934587;0,0036242388367289102;17550;TAK
0,027252612970706136;0,0010890740634954543;0,023600038252393762;17550;NIE
0,020342988150902408;0,014061007044707141;0,01943993599129268;17550;NIE
0,0006474156472758841;0,003028082555093903;0,00030530638811576694;17550;TAK
0,03766870474628048;0,008412204305243365;0,04711661127772526;17550;NIE
0,003789346554465056;0,024720765983473614;0,01985754114148186;17550;NIE
0,01609791837593344;0,01631654883210043;0,016707316292828178;17550;NIE
0,01569112223030178;0,0044438793954028055;0,008459147376550735;17550;TAK
0,001420214848227963;0,011976315415704986;0,004628204915562595;17550;TAK
0,00810043420942641;0,01838360426545549;0,012832030768402891;17550;NIE
0,009000197181585623;0,016399678379610982;0,01113088139167484;17550;NIE
0,021341594782601447;0,003843439205958532;0,014940593320068363;17550;NIE
0,002271945409009546;0,00019457577061288145;0,00016556397236122677;17550;TAK
0,0045511562777381664;0,0038403656164176514;0,001129078619769519;17550;TAK
0,006088465452931957;0,0059228523684737855;0,002297011430621332;17550;TAK
0,00010182012328985302;0,029111227402787043;0,02687203341690214;17550;NIE
0,004371646370667337;0,005507999218385962;0,001574387705773006;17550;TAK
0,016050834007795278;0,024599629588820116;0,027404295691221492;17550;NIE
0,01830485610352861;0,019949190585100807;0,023298894291587935;17550;NIE
0,03200407365240865;0,033374174354634856;0,06772013568993884;17550;NIE
0,021053057308874412;0,0015192954145513138;0,014155978085776288;17550;NIE
0,011143008074264493;0,028711438716565008;0,030093050094431417;17550;NIE
0,0050321813790285;0,00451119897242469;0,001454200189558108;17550;TAK
0,0022177106189538165;0,008086479636839838;0,00223814614729978;17550;TAK
0,018475779694039796;0,03567319022294724;0,051117074613150404;17550;NIE
0,002276793206355876;0,012461502362874688;0,00510603198168047;17550;TAK
0,010750760321096342;0,012257634576336218;0,00845895076880776;17550;TAK
0,0011229159113217424;0,01043899334367382;0,0035082299084803203;17550;TAK
0,03913250571011573;0,02074617785137467;0,062067304883356655;17550;NIE
0,011708195684480338;0,013794161515578773;0,010415272399111553;17550;NIE
0,008362673883476002;0,011564758937564368;0,006482007923906075;17550;TAK
0,021058790925158166;0,006785584692870716;0,015555958450033547;17550;NIE
0,0023301160721977965;0,01048671474168128;0,0036727244409784365;17550;TAK
0,018184984783727987;4,076628346072475e-05;0,01051284444720757;17550;NIE
0,0025988264354749324;0,01558285070498533;0,007937876100513996;17550;TAK
0,00290154609196569;0,006224528707101329;0,00150156242004984;17550;TAK
0,008253804334904746;0,025560170082240652;0,022904388542026588;17550;NIE
0,042125072563002686;0,014180928677132165;0,06240488948377143;17550;NIE
0,02529760099580336;0,002556000680692505;0,020521386636928263;17550;NIE
0,004488090164028069;0,009936701308463247;0,0037838597561927756;17550;TAK
