x1;x2;fitness;fitness_call_counter;Minimum globalne
0,022729910795839192;0,03658055232071045;0,05873565368155065;17550;NIE
0,029068209594810157;0,015460553595040394;0,03439490051726124;17550;NIE
0,0005869922041097375;0,01041291729268179;0,0034617551198496965;17550;TAK
0,003965561704246223;0,015778666728352153;0,008418597387251037;17550;TAK
0,00905440869867813;0,006296739161535392;0,003871729840194682;17550;TAK
0,0017716661990735405;0,015014648070488135;0,007270457198913061;17550;TAK
0,01811858483041795;0,000365006820204572;0,010440527352359563;17550;NIE
0,004996928481078244;0,009568258444025646;0,0037088897580279667;17550;TAK
0,013296638602107391;0,0021018058887738444;0,005765485468329112;17550;TAK
0,012120973939290458;0,018570263364864337;0,015637016180444885;17550;NIE
0,0130417140135215;0,02408866206641791;0,023835124614177694;17550;NIE
0,017847850028055667;0,026322245006405565;0,032113641620707956;17550;NIE
0,0025885683376074553;0,011462531067686355;0,004394399069499233;17550;TAK
0,02693605069746907;0,00037159591894919686;0,02302442245544367;17550;NIE
0,015880037202470665;0,004160318565659682;0,008570918185196286;17550;TAK
0,013454629041024568;0,007451040854172142;0,007526506810680456;17550;TAK
0,017757913997395347;0,013657931477599972;0,01595993337249646;17550;NIE
0,01335088439844323;0,020478365242316388;0,01899649687787086;17550;NIE
0,00931679380885242;0,011595048758798243;0,007041026873170653;17550;TAK
0,013983240929646201;0,0008877451297421013;0,006245235069368693;17550;TAK
0,010760068206289386;0,014524748206173554;0,010395279817641656;17550;NIE
0,031215154978769366;0,015539287183927053;0,038556426601697336;17550;NIE
0,005452884978758732;0,012243223264344905;0,005716184356842957;17550;TAK
0,007480315017671546;0,0015010731698096302;0,0018530025143275175;17550;TAK
0,011595329624975781;0,01626957817644148;0,012695998569686395;17550;NIE
0,00579993374728105;0,02690185989515681;0,02403281136777169;17550;NIE
0,0020760131912980206;0,018796419307495205;0,01136758851866615;17550;NIE
0,01680642534667609;0,014905915888596133;0,016048613480885265;17550;NIE
0,0019077482860166972;0,02604333498175826;0,021640409323325116;17550;NIE
0,0006916606384299584;0,015122590658370294;0,007289097242654474;17550;TAK
