x1;x2;fitness;fitness_call_counter;Minimum globalne
0,01158821436100177;0,01871051341587593;0,015401284113072844;17550;NIE
0,0033171314853507328;0,004203491027242712;0,0009129420924476328;17550;TAK
0,0060358629236832995;0,0015876175272537818;0,0012401236089811807;17550;TAK
0,011687214961462966;0,0012382549074300142;0,004395266425148758;17550;TAK
0,00646443575246769;0,0331196929973131;0,036068555919053;17550;NIE
0,016808096933829564;0,013412071456820662;0,01470606932152796;17550;NIE
0,004456842738490674;0,008293432014553903;0,0028218500057737295;17550;TAK
0,01999900529903953;0,03406267406386121;0,049443250803005157;17550;NIE
0,014140214381226257;0,0035950098352391935;0,006771946043358401;17550;TAK
0,012038844867517717;0,002188449261030345;0,004764226764343071;17550;TAK
0,009173578862757048;0,0010141479300299627;0,002711319511328636;17550;TAK
0,01889241268628139;0,006687236217918335;0,012768803453320654;17550;NIE
0,007481444145178484;0,016058575639537165;0,00998273407750827;17550;TAK
0,011893356628159935;0,01128944540355492;0,008556817689206131;17550;TAK
0,0038401750629691866;0,03596186281550373;0,04138559242846407;17550;NIE
0,026199248676757714;0,001954554461919167;0,021903774908073492;17550;NIE
0,008745112894817497;0,026595353783177345;0,02487770904061337;17550;NIE
0,011818203104831726;0,005745744192806046;0,0054954120421024655;17550;TAK
0,011464286714552574;0,015184733343165946;0,011516017992950545;17550;NIE
0,006217046769327661;0,020833861572966517;0,015021923042944696;17550;NIE
0,006517201325279776;0,018091377620899518;0,01175720708691097;17550;NIE
0,012292738520650826;0,002094863513564915;0,004947884645432055;17550;TAK
0,008514849748211373;0,017218069715509765;0,011734000941189038;17550;NIE
0,01369671965343855;0,004837842398263126;0,006713260346586258;17550;TAK
0,001988721052575859;0,010830033132450123;0,0038585507557868937;17550;TAK
0,013951588047062868;0,010204853473295805;0,00950636891138057;17550;TAK
0,004567192922754315;0,010900895689685552;0,004445734696176595;17550;TAK
0,013276315060229416;0,01860764025988859;0,016613949563885733;17550;NIE
0,015511758721564961;0,01609095105096181;0,01588660070618042;17550;NIE
0,013587952230622147;0,0069049182667122455;0,007391582342123559;17550;TAK
0,004683851452590537;0,012890720233948105;0,005985415022832008;17550;TAK
0,006260753910350969;0,014092230046915066;0,007565273544286821;17550;TAK
0,0073152859134922865;0,008549481721772056;0,004030185706142442;17550;TAK
0,007352571466604285;0,0172863147648179;0,011221879092040865;17550;NIE
0,022574180256931142;0,04245524273523593;0,0730669034178697;17550;NIE
0,01972774268237898;0,01570207681517166;0,020209902055978946;17550;NIE
0,010438595544674523;0,008124780767541084;0,005569113723568275;17550;TAK
0,014560704749772113;0,015030719873500575;0,013929792329349988;17550;NIE
0,019175836272593227;0,016100808002073697;0,01993155324158069;17550;NIE
0,006931251386146586;0,008028870470063176;0,0035814176035917633;17550;TAK
0,0011775251805687947;0,016606473716395675;0,008813468995879647;17550;TAK
0,014951344289454438;0,002519848989505191;0,007312424459602784;17550;TAK
0,01341667970240934;0,0002564165461816925;0,0057288430465547435;17550;TAK
0,010013056958596778;0,026104627324860852;0,024816588923285643;17550;NIE
0,0014783147146186781;0,02843761748678464;0,025717054350669954;17550;NIE
0,019067513018437898;0,010849992728171776;0,015302421937188004;17550;NIE
0,0047301570093186696;0,008452665204108145;0,0029866376646570103;17550;TAK
0,0032395763211910955;0,004833254735822079;0,0010779308894299788;17550;TAK
0,017387199635918504;0,00906315293081994;0,012226477552529147;17550;NIE
