iter,x1,x2
-1,-9.788510747157737,-2.309800005815239
0,-9.249089800641254,-2.044306829306328
1,-8.73663509047136,-1.7920924780796539
2,-8.249799204142027,-1.552492314802409
3,-7.787304793401236,-1.3248713286960814
4,-7.347945375008016,-1.1086224937628952
5,-6.9305465718696215,-0.9031909569720669
6,-6.534019107855729,-0.7080314915483696
7,-6.157317562297708,-0.5226302688350464
8,-5.7994508762927115,-0.34649992350018965
9,-5.459477681960514,-0.17917568722367166
10,-5.136503829203588,-0.02021680155574973
11,-4.8296791007483835,0.1307945550691803
12,-4.538195280269875,0.2742546775496919
13,-4.261285068454258,0.410541335122773
14,-3.9982209122163557,0.5400139462722052
15,-3.748310043184454,0.6630130957728048
16,-3.510894368372691,0.779862418166624
17,-3.2853487543171958,0.8908683483086876
18,-3.07108098028583,0.9963246608309595
19,-2.8675262996686217,1.0965077986324159
20,-2.6741498805740855,1.1916825314628916
21,-2.4904424527123807,1.2820983875113254
22,-2.3159200109862215,1.367993227611514
23,-2.150124113341758,1.4495936063623454
24,-1.9926180224131005,1.5271140200569135
25,-1.842987213328745,1.600758362790443
26,-1.7008378481932314,1.6707205268519585
27,-1.5657959124780827,1.7371844360994
28,-1.437506070277783,1.8003251531553779
29,-1.3156307559340472,1.8603088920868902
30,-1.1998492044129718,1.9172934126050483
31,-1.089856740767272,1.971428764302229
32,-0.9853639526418192,2.0228573888277985
33,-0.886095750562124,2.0717145419702967
34,-0.7917909586591598,2.1181288297750407
35,-0.7022014586939511,2.1622224436074653
36,-0.6170914972019277,2.204111426328177
37,-0.5362368998285176,2.2439058496197957
38,-0.4594250717251732,2.281710585728416
39,-0.38645385967680235,2.317625112657358
40,-0.3171311446055961,2.351743851318873
41,-0.2512746069509053,2.384156676084722
42,-0.18871087580900953,2.4149488521679534
43,-0.12927533991500967,2.4442014179619176
44,-0.07281158867044035,2.4719913648009264
45,-0.01917101612561109,2.498391808802099
46,0.03178754822919779,2.523472206723804
47,0.08019816869496155,2.547298601311503
48,0.12618826712372894,2.5699336705771056
49,0.16987882113580977,2.591437015873333
50,0.21138487920584076,2.6118651696437456
51,0.25081560983999857,2.631271934901929
52,0.28827482400734394,2.649708345909516
53,0.32386107080784976,2.6672229412558663
54,0.35766800157019807,2.68386181166704
55,0.3897845842249238,2.699668738489557
56,0.4202953492370883,2.714685309602915
57,0.44928057638942676,2.7289510512128277
58,0.47681654837472587,2.742503501682635
59,0.5029757089811608,2.755378340891053
60,0.5278269259246756,2.767609424770063
61,0.5514355763377977,2.7792289590723622
62,0.5738637955854375,2.790267515075817
63,0.595170607284382,2.800754140648769
64,0.6154120637966507,2.810716447234654
65,0.6346414636799023,2.8201806250944905
66,0.6529093844929902,2.829171599174746
67,0.6702638981245257,2.8377130347078476
68,0.68675068669972,2.8458273977163375
69,0.7024131526023409,2.85353602910562
70,0.7172924883750157,2.8608592352220157
71,0.7314278650494216,2.867816273978165
72,0.7448564648874463,2.8744254669543445
73,0.7576136354862156,2.880704199821961
74,0.7697329480220202,2.8866689951810405
75,0.7812463019622935,2.892335545457671
76,0.792183980681307,2.8977187741730948
77,0.8025747708285901,2.902832845007348
78,0.8124460330517208,2.9076912032471878
79,0.8218237321201468,2.912306643670265
80,0.8307325463497185,2.916691311537548
81,0.8391959200023718,2.9208567461001094
82,0.8472361208458211,2.924813912182206
83,0.8548743108150045,2.9285732206988677
84,0.8621305913345627,2.932144563600625
85,0.8690240588992466,2.9355373382876184
86,0.8755728521993934,2.938760475164724
87,0.8817942062371963,2.9418224547028373
88,0.8877044962708583,2.94473133241785
89,0.893319268284303,2.947494768938879
90,0.8986533054465818,2.9501200305422537
91,0.9037206404609958,2.9526140293966927
92,0.908534608900944,2.954983328021675
93,0.9131078764227577,2.9572341637121555
94,0.9174524804236288,2.959372457686024
95,0.9215798541905289,2.9614038370053337
96,0.9255008574330323,2.963333648810339
97,0.9292258148881296,2.9651669664709117
98,0.9327645204653301,2.966908621497238
99,0.9361262927190268,2.9685631921445768
100,0.9393199783720727,2.970135032674907
101,0.9423539778442871,2.9716282826589175
102,0.9452362791602199,2.973046868686032
103,0.9479744637332203,2.9743945267383274
104,0.9505757407963651,2.9756748004881937
105,0.9530469524623401,2.976891061757128
106,0.9553946035818747,2.978046509918667
107,0.9576248711162396,2.979144186487474
108,0.9597436277701112,2.9801869772191107
109,0.9617564453404951,2.9811776294007957
110,0.9636686232438779,2.982118748003277
111,0.9654851922265096,2.9830128106867573
112,0.9672109327635445,2.9838621702140915
113,0.9688503862630475,2.984669061769022
114,0.9704078663101013,2.9854356093616383
115,0.9718874723801664,2.9861638295423862
116,0.973293097332112,2.9868556393544186
117,0.9746284425792762,2.9875128574399423
118,0.9758970205580376,2.988137214619942
119,0.9771021696259283,2.988730353939282
120,0.9782470599736425,2.9892938373010383
121,0.9793347063922988,2.9898291460193214
122,0.9803679705181098,2.9903376892750253
123,0.981349571466081,2.9908208053399488
124,0.9822820923969406,2.991279765567345
125,0.9831679873044953,2.9917157777616405
126,0.9840095880066397,2.99212998890809
127,0.9848091082809834,2.992523489806295
128,0.9855686524605081,2.9928973157218435
129,0.9862902195415282,2.9932524502503366
130,0.9869757081973981,2.9935898281054754
131,0.9876269228398159,2.9939103367274567
132,0.9882455763699756,2.9942148202202574
133,0.9888332972376844,2.9945040795232534
134,0.9893916321492362,2.9947788757881493
135,0.9899220505843218,2.9950399320214216
136,0.9904259480960058,2.9952879354420343
137,0.9909046504969813,2.9955235388758212
138,0.9913594177304288,2.9957473621743236
139,0.9917914468790173,2.995959994083548
140,0.9922018743164667,2.996161994598361
141,0.9925917803929428,2.9963538950763753
142,0.9929621914033009,2.9965362003383103
143,0.9933140816462129,2.9967093905086926
144,0.9936483775914005,2.9968739209968955
145,0.9939659585427179,2.997030225116443
146,0.9942676603075215,2.997178714139258
147,0.9945542773163356,2.9973197784433765
148,0.9948265633396235,2.9974537896391227
149,0.9950852351944295,2.997581100167217
150,0.9953309733037902,2.9977020452898944
151,0.9955644244004634,2.997816943240888
152,0.9957862030902194,2.9979260961746528
153,0.9959968928235662,2.998029791478194
154,0.9961970481992265,2.998128301912065
155,0.9963871956882907,2.998221886917587
156,0.9965678358075966,2.9983107926680375
157,0.9967394439472201,2.998395253108934
158,0.9969024717633317,2.9984754904600903
159,0.9970573480927845,2.998551716019565
160,0.9972044807003808,2.9986241302245813
161,0.9973442565909619,2.9986929237878215
162,0.9974770437723366,2.9987582776038604
163,0.9976031915165399,2.998820363790897
164,0.9977230319507069,2.998879345606183
165,0.9978368803625596,2.9989353783305197
166,0.9979450363003783,2.9989886094607967
167,0.9980477844306895,2.9990391790424717
168,0.9981453952172242,2.9990872200943306
169,0.99823812540705,2.9991328591389848
170,0.9983262191440034,2.999176216185631
171,0.9984099081013111,2.9992174054536913
172,0.9984894126539328,2.999256535223353
173,0.9985649420275212,2.9992937084652214
174,0.9986366949320729,2.999329023044891
175,0.9987048601491967,2.9993625719289554
176,0.9987696171072544,2.9993944433670316
177,0.9988311362569923,2.9994247212011715
178,0.9988895794489696,2.999453485143495
179,0.9989451004469869,2.999480810915881
180,0.998997845428995,2.999506770372234
181,0.9990479531371596,2.9995314318752846
182,0.9990955554842401,2.9995548602834625
183,0.9991407776916376,2.9995771172888386
184,0.9991837387841788,2.9995982614472907
185,0.999224551803269,2.9996183484126524
186,0.9992633241924702,2.9996374310126717
187,0.9993001579858964,2.999655559463535
188,0.9993351500679776,2.999672781509001
189,0.9993683925673309,2.9996891424349017
190,0.9993999729415762,2.999704685314445
191,0.9994299742822893,2.999719451061699
192,0.9994584755530053,2.999733478523796
193,0.9994855517643378,2.9997468046093156
194,0.9995112741624366,2.999759464392548
195,0.9995357104563337,2.9997714911739184
196,0.999558924935438,2.999782916616168
197,0.9995809786769294,2.9997937707971074
198,0.9996019297319357,2.99980408226841
199,0.9996218332347496,2.9998138781655883
200,0.9996407415653203,2.9998231842654843
201,0.9996587044885432,2.9998320250529398
202,0.999675769265528,2.9998404238009875
203,0.999691980785688,2.999848402625922
204,0.999707381738208,2.999855982502829
205,0.999722012643512,2.99986318338548
206,0.999735912012487,2.9998700242167713
207,0.9997491164048358,2.9998765230129663
208,0.999761660585632,2.9998826968628287
209,0.9997735775500092,2.9998885620260345
210,0.9997848986734442,2.9998941339251948
211,0.9997956537340494,2.999899427234663
212,0.999805871036908,2.999904455882373
213,0.9998155774858657,2.99990923308865
214,0.9998247986021516,2.99991377144274
215,0.999833558667383,2.9999180828752685
216,0.9998418807295859,2.9999221787359374
217,0.9998497866937606,2.9999260697994625
218,0.9998572973560168,2.9999297663127367
219,0.9998644324844189,2.9999332780009005
220,0.9998712108574401,2.9999366141037864
221,0.9998776503119484,2.9999397834013815
222,0.9998837677938621,2.9999427942339576
223,0.9998895794010766,2.999945654525355
224,0.9998951004253819,2.9999483718041904
225,0.9999003453987542,2.9999509532188284
226,0.9999053281292288,2.99995340555809
227,0.999910061723159,2.9999557352803783
228,0.999914558637373,2.9999579485165424
229,0.9999188307058577,2.9999600510908895
230,0.9999228891684053,2.9999620485385066
231,0.9999267447103041,2.9999639461117384
232,0.999930407475092,2.9999657488063005
233,0.9999338870994858,2.999967461367839
234,0.9999371927447851,2.9999690882995815
235,0.9999403331043375,2.999970633887505
236,0.9999433164475332,2.9999721021947185
237,0.9999461506236484,2.999973497086492
238,0.9999488430926888,2.9999748222322773
239,0.9999514009366933,2.9999760811220257
240,0.9999538308900597,2.9999772770660234
241,0.9999561393457478,2.999978413212816
