iter,x1,x2
-1,4.879658922810817,-3.1673781954443925
0,5.5857272950090815,-1.1155291295405712
1,3.0319619411621925,-0.23298525414940985
2,3.403283313091439,0.8435648020038308
3,2.0659464867127317,1.3046537708735926
4,2.2603923694430086,1.8689691790902139
5,1.5582864513517443,2.1112866966634676
6,1.6605451337333743,2.4073680391268604
7,1.2928713374938567,2.533967416225819
8,1.3464202003076662,2.689169911390776
9,1.153637269427265,2.7556170419571693
10,1.1816786697945099,2.8369724385495894
11,1.0804670745500615,2.8718925942421363
12,1.0952139746990495,2.91457762024969
13,1.0422122059999954,2.9328217289422303
14,1.0499345810061491,2.955196734977416
15,1.0221440872385124,2.9647723683506886
16,1.0261879882017582,2.976501093949669
17,1.0116165566343498,2.9815269710213292
18,1.013734184480653,2.987675037428837
19,1.006084140071959,2.9903162990987955
20,1.0071977972277126,2.9935420263602532
21,1.0031916772737806,2.9949219616299025
22,1.0037748554896548,2.996612851372788
23,1.0016743206533627,2.9973371259212342
24,1.0019797076724273,2.9982234713198292
25,1.0008769207576202,2.9986041012609594
26,1.0010375231766868,2.9990691432113734
27,1.0004600236396877,2.999268004328009
28,1.000544124806199,2.999511774047669
29,1.000241323627786,2.999616148579087
30,1.0002853640481428,2.999743929920844
31,1.000126392553141,2.9997987821673147
32,1.0001495533024145,2.999865825658912
33,1.0000663042425968,2.999894483335919
34,1.0000784326198726,2.999929626772851
35,1.000034782520223,2.9999446680878092
36,1.000041133669052,2.9999630898808802
37,1.000018246546176,2.9999709844807714
38,1.0000215723863852,2.99998064097815
39,1.000009556579501,2.999984789846545
40,1.0000113056339426,2.9999898563543015
41,1.0000050132831846,2.9999920239437246
42,1.0000059291937637,2.999994679749805
43,1.0000026299160996,2.999995817433408
44,1.0000031095416617,2.999997209577118
45,1.0000013774112493,2.999997807466979
46,1.0000016296454133,2.9999985378878895
47,1.0000007225758092,2.9999988502570796
48,1.0000008546609045,2.9999992331354464
49,1.000000379055765,2.999999397085975
50,1.0000004482234468,2.999999597786505
51,1.0000001985293696,2.9999996839478897
52,1.0000002349044905,2.999999789250149
53,1.000000104146479,2.999999834265363
54,1.0000001231947029,2.999999889463611
55,1.0000000546341659,2.9999999130903685
56,1.000000064608962,2.999999942024667
57,1.0000000286605117,2.99999995442543
58,1.0000000338839088,2.999999969592465
59,1.000000015010867,2.9999999761094682
60,1.0000000177578439,2.999999984067208
61,1.0000000078745463,2.9999999874720378
62,1.0000000093130292,2.999999991643395
63,1.0000000041309054,2.999999993430458
64,1.0000000048841804,2.9999999956170362
65,1.0000000021635507,2.999999996556197
66,1.0000000025596962,2.999999997703436
67,1.0000000011349766,2.9999999981941032
68,1.0000000013424224,2.999999998795473
