x1,x2,iter_number,step
0.0,0.0,0,M.zk.
0.05909090909090911,0.2772727272727273,1,M.zk.
0.11378099173553724,0.5304338842975207,2,M.zk.
0.16442947032306546,0.761546675432006,3,M.zk.
0.2113653810361315,0.9724985473157571,4,M.zk.
0.254890132118475,1.1650161422488063,5,M.zk.
0.29527984480335256,1.3406789797969223,6,M.zk.
0.33278749537963753,1.5009319747760985,7,M.zk.
0.3676448753014118,1.6470968905715984,8,M.zk.
0.40006438480935236,1.7803828183319106,9,M.zk.
0.4302406742169465,1.901895764878565,10,M.zk.
0.45835214581114764,2.0126474251280873,11,M.zk.
0.48456232821599216,2.1135632083767737,12,M.zk.
0.50902113406024,2.2054895819014777,13,M.zk.
0.5318660108683099,2.2892007899336253,14,M.zk.
0.5532229942503761,2.3654050011265584,15,M.zk.
0.5732076716958046,2.4347499331190345,16,M.zk.
0.5919260645680378,2.4978279986645724,17,M.zk.
0.6094754352530132,2.555181014014672,18,M.zk.
0.6259450258221021,2.607304506783856,19,M.zk.
0.6414167340297274,2.6546516573586443,20,M.zk.
0.6559657319709757,2.697636905015943,21,M.zk.
0.6696610322717543,2.7366392472660306,22,M.zk.
0.68256600626978,2.772005258510394,23,M.zk.
0.6947388582656471,2.8040518518859643,24,M.zk.
0.7062330595764131,2.8330688061372467,25,M.zk.
0.7170977458068251,2.8593210775004407,26,M.zk.
0.7273780804629675,2.8830509148841874,27,M.zk.
0.7371155877674713,2.904479795076638,28,M.zk.
0.7463484572923551,2.923810193285831,29,M.zk.
0.7551118228031817,2.941227203018637,30,M.zk.
0.7634380175047292,2.9569000181125067,31,M.zk.
0.7713568076921923,2.9709832886445073,32,M.zk.
0.7788956066415815,2.9836183614450595,33,M.zk.
0.7860796704171216,2.994934415031506,34,M.zk.
0.7929322771308358,3.0050494979419295,35,M.zk.
0.7994748910590189,3.014071478685924,36,M.zk.
0.8057273129009054,3.0220989148302384,37,M.zk.
0.8117078173556017,3.0292218480978605,38,M.zk.
0.8174332790933975,3.035522531774135,39,M.zk.
0.8229192881061154,3.041076096178252,40,M.zk.
0.8281802553374822,3.0459511574687452,41,M.zk.
0.8332295094179374,3.0502103746035476,42,M.zk.
0.8380793852582434,3.0539109588651856,43,M.zk.
0.8427413051921613,3.057105139986592,44,M.zk.
0.8472258532998054,3.0598405925698025,45,M.zk.
0.8515428434896315,3.062160826175781,46,M.zk.
0.8557013818679089,3.0641055421763057,47,M.zk.
0.8597099238795999,3.065710960195959,48,M.zk.
0.8635763266634675,3.067010116731744,49,M.zk.
0.867307897026614,3.06803313831777,50,M.zk.
0.8709114354092421,3.0688074914010963,51,M.zk.
0.874393276178938,3.0693582109105915,52,M.zk.
0.8777593245649664,3.069708109332094,53,M.zk.
0.8810150905166985,3.069877967948934,54,M.zk.
0.8841657197461769,3.0698867117657573,55,M.zk.
0.8872160221927462,3.0697515695044864,56,M.zk.
0.8901704981274816,3.0694882199431057,57,M.zk.
0.8930333620966698,3.0691109257598894,58,M.zk.
0.8958085648866859,3.0686326559467765,59,M.zk.
0.8984998136771388,3.0680651977651308,60,M.zk.
0.9011105905350014,3.067419259134319,61,M.zk.
0.9036441693894849,3.0667045622678035,62,M.zk.
0.9061036316155667,3.065929929302133,63,M.zk.
0.9084918803432338,3.0651033606008062,64,M.zk.
0.9108116535995782,3.0642321063569606,65,M.zk.
0.913065536381801,3.0633227320657603,66,M.zk.
0.9152559717508731,3.0623811783887787,67,M.zk.
0.9173852710279928,3.0614128158882425,68,M.zk.
0.9194556231690272,3.0604224950683334,69,M.zk.
0.9214691033857552,3.059414592123552,70,M.zk.
0.9234276810769034,3.0583930507601065,71,M.zk.
0.9253332271266373,3.0573614204251482,72,M.zk.
0.9271875206232885,3.056322891250176,73,M.zk.
0.9289922550466367,3.0552803259888766,74,M.zk.
0.9307490439679812,3.054236289205798,75,M.zk.
0.9324594263034928,3.0531930739504416,76,M.zk.
0.9341248711579231,3.052152726131385,77,M.zk.
0.935746782292613,3.0511170667867815,78,M.zk.
0.9373265022488773,3.050087712430866,79,M.zk.
0.9388653161552233,3.0490660936408047,80,M.zk.
0.9403644552444589,3.0480534720342325,81,M.zk.
0.9418251001045512,3.047050955775021,82,M.zk.
0.943248383685088,3.046059513733108,83,M.zk.
0.9446353940793524,3.0450799884135002,84,M.zk.
0.9459871771003412,3.044113107759759,85,M.zk.
0.9473047386675143,3.043159495928308,86,M.zk.
0.9485890470196542,3.042219683121688,87,M.zk.
0.9498410347679226,3.041294114561391,88,M.zk.
0.9510616008020215,3.0403831586740147,89,M.zk.
0.9522516120612843,3.0394871145582036,90,M.zk.
0.9534119051815325,3.038606218794102,91,M.zk.
0.9545432880276282,3.037740651651761,92,M.zk.
0.955646541120824,3.036890542750142,93,M.zk.
0.956722418969251,3.036055976213957,94,M.zk.
0.9577716513091934,3.035236995371549,95,M.zk.
0.9587949442641596,3.0344336070333298,96,M.zk.
0.9597929814281787,3.0336457853869288,97,M.zk.
0.9607664248792191,3.0328734755421123,98,M.zk.
0.9617159161281339,3.0321165967557118,99,M.zk.
0.9626420770080959,3.0313750453642188,100,M.zk.
0.9635455105090727,3.030648697449343,101,M.zk.
0.9644268015615173,3.029937411259663,102,M.zk.
0.9652865177731085,3.0292410294095293,103,M.zk.
0.9661252101220593,3.028559380874561,104,M.zk.
0.9669434136102251,3.027892282801433,105,M.zk.
0.9677416478789777,3.02723954214813,106,M.zk.
0.9685204177905726,3.0266009571694577,107,M.zk.
0.9692802139775138,3.0259763187613373,108,M.zk.
0.9700215133622172,3.025365411676256,109,M.zk.
0.9707447796490898,3.024768015621172,110,M.zk.
0.9714504637909718,3.0241839062482136,111,M.zk.
0.9721390044317298,3.0236128560476256,112,M.zk.
0.9728108283266509,3.023054635151594,113,M.zk.
0.973466350742152,3.0225090120568505,114,M.zk.
0.9741059758362031,3.0219757542732686,115,M.zk.
0.9747300970207488,3.0214546289050523,116,M.zk.
0.9753390973073154,3.020945403170537,117,M.zk.
0.9759333496368959,3.020447844866118,118,M.zk.
0.9765132171951209,3.019961722779332,119,M.zk.
0.9770790537136458,3.019486807055696,120,M.zk.
0.9776312037586143,3.0190228695234995,121,M.zk.
0.9781700030069903,3.018569683980383,122,M.zk.
0.9786957785114917,3.0181270264452174,123,M.zk.
0.9792088489548059,3.0176946753784737,124,M.zk.
0.9797095248937123,3.0172724118740097,125,M.zk.
0.9801981089936941,3.0168600198249402,126,M.zk.
0.980674896254577,3.016457286066027,127,M.zk.
0.9811401742276948,3.016064000494808,128,M.zk.
0.9815942232250426,3.0156799561734955,129,M.zk.
0.9820373165208504,3.0153049494134962,130,M.zk.
0.9824697205459734,3.014938779844233,131,M.zk.
0.9828916950754721,3.0145812504678164,132,M.zk.
0.983303493409727,3.0142321677009636,133,M.zk.
0.9837053625494088,3.013891341405447,134,M.zk.
0.9840975433646053,3.013558584908235,135,M.zk.
0.984480270758384,3.0132337150123893,136,M.zk.
0.98485377382505,3.0129165519996874,137,M.zk.
0.9852182760033468,3.0126069196258456,138,M.zk.
0.9855739952248235,3.012304645109151,139,M.zk.
0.9859211440575868,3.0120095591132245,140,M.zk.
0.9862599298456343,3.011721495724585,141,M.zk.
0.9865905548439587,3.011440292425611,142,M.zk.
0.9869132163495999,3.011165790063452,143,M.zk.
0.9872281068288086,3.0108978328153855,144,M.zk.
0.9875354140404794,3.0106362681510688,145,M.zk.
0.9878353211559999,3.0103809467921008,146,M.zk.
0.9881280068756536,3.0101317226692568,147,M.zk.
0.9884136455417077,3.009888452877739,148,M.zk.
0.9886924072483103,3.0096509976307453,149,M.zk.
0.9889644579483119,3.0094192202116283,150,M.zk.
0.9892299595571236,3.0091929869248975,151,M.zk.
0.989489070053716,3.008972167046286,152,M.zk.
0.9897419435788588,3.008756632772086,153,M.zk.
0.9899887305306944,3.008546259167931,154,M.zk.
0.9902295776577366,3.0083409241171957,155,M.zk.
