s,x1(0),x2(0),x1*,x2*,y*,function_calls
0.5,-3.2253101633260304,-2.4189883002005095,-0.7253101633260304,0.08101169979949052,-1.102503832044652,95
0.5,3.967681936002897,-2.0999529410355855,-0.0323180639971028,-0.0999529410355855,-1.6622919272216485,95
0.5,3.9158107698580444,0.5252711734281492,-0.08418923014195556,0.02527117342814922,-1.7598843274048304,95
0.5,0.992153930762302,-4.180948124063233,-0.007846069237698039,0.8190518759367666,-1.3140202172494242,95
0.5,-0.09766429231528484,-3.41147519711428,-0.09766429231528484,0.08852480288572018,-1.4684630934441352,95
0.5,4.48253669535241,-4.63237019915354,-0.01746330464759005,-0.13237019915353976,-1.4773185782839362,95
0.5,-4.1567016548514735,0.3201002985881054,-0.15670165485147347,0.8201002985881054,-0.6219927075774903,95
0.5,-1.8178181238804312,3.267559476982415,0.6821818761195688,0.7675594769824148,-0.5127591939274653,95
0.5,-1.9805682854229243,0.2010510607421665,0.01943171457707571,0.7010510607421665,-1.207446330399178,95
0.5,-1.9885120064290875,0.9087281255371042,0.011487993570912458,-0.09127187446289575,-1.7393504392178698,95
0.5,-4.851725008338818,-0.30839570496797464,0.1482749916611823,0.6916042950320254,-0.5518402797437519,95
0.5,-3.923399785029903,-2.5533902745000314,0.07660021497009684,-0.05339027450003142,-1.7270670429456587,95
0.5,-3.548878214610668,3.040938381703187,-0.0488782146106681,0.04093838170318698,-1.8699034679494568,95
0.5,0.10872956949427248,4.077670790936359,0.10872956949427248,0.07767079093635942,-1.4567817215102792,95
0.5,1.5298071659547006,4.160130495255624,0.029807165954700565,0.16013049525562373,-1.2522342063762546,95
0.5,-0.3860022601220301,-0.6830245811493354,0.1139977398779699,-0.6830245811493354,-0.7505742580408323,95
0.5,-4.029619387694627,3.9379098394757825,-0.02961938769462691,-0.06209016052421745,-1.8497649805063434,95
0.5,-4.895666071768594,-3.648723553374804,0.10433392823140597,-0.14872355337480414,-1.039554761571763,95
0.5,0.320628537408294,-2.771366057311414,0.820628537408294,0.7286339426885862,-0.6275507650224428,95
0.5,-0.4132346694866973,2.920336873473853,0.08676533051330271,-0.07966312652614693,-1.5713529509493964,95
0.5,-3.380076183749293,-2.9928718534002527,0.11992381625070703,0.007128146599747254,-1.5702699732893655,95
0.5,-0.2539454707502138,0.1482486654153199,0.7460545292497862,0.1482486654153199,-0.7263591526914421,95
0.5,-0.10721679898925274,-2.8558863778133348,-0.10721679898925274,0.14411362218666524,-1.0566209314880186,95
0.5,-4.507365418572373,-3.5810307608539036,-0.007365418572373272,-0.0810307608539036,-1.7939391203756248,95
0.5,-0.2524847687350986,2.206685921650018,0.7475152312649014,0.7066859216500179,-0.5992978861936376,95
0.5,2.8937664368782734,-0.3494050729198097,-0.1062335631217266,0.1505949270801903,-1.0140526009246862,95
0.5,4.491207344162413,1.5202479284246504,-0.008792655837586594,0.020247928424650397,-1.9825110538839663,95
0.5,3.401722907012081,-4.926051575103406,-0.09827709298791909,0.07394842489659403,-1.5355130238741947,95
0.5,0.02349995760992396,3.928361349616475,0.02349995760992396,-0.0716386503835249,-1.8211764537933093,95
0.5,3.494027759442849,-4.71978591029107,-0.005972240557150954,-0.71978591029107,-1.2868002129194813,95
