,step_length,k1,k2,Q,evaluations
28,1.2619864244344547,1.2619864244344547,0.750514009341067,134.80150137370916,28
29,1.2537982775782912,1.2537982775782912,0.7456444490929474,134.80107806514135,29
30,1.2578923510063729,1.2578923510063729,0.7480792292170072,134.8006866282805,30
31,1.2578923510063729,1.2578923510063729,1.7480792292170073,168.91498106266235,31
32,1.2578923510063729,1.2578923510063729,-0.8699547707829928,241594688240990.75,32
33,1.2578923510063729,1.2578923510063729,0.13004525437300718,161.21616484589157,33
34,1.2578923510063729,1.2578923510063729,1.1300452292170071,143.49711920210262,34
35,1.2578923510063729,1.2578923510063729,0.7652871702675867,134.98772464209804,35
36,1.2578923510063729,1.2578923510063729,0.5900766824729129,134.43368179580563,36
37,1.2578923510063729,1.2578923510063729,0.41436031800730433,137.98364906033342,37
38,1.2578923510063729,1.2578923510063729,0.6452685175999981,134.25609228021284,38
39,1.2578923510063729,1.2578923510063729,0.6475267977651354,134.25643057841708,39
40,1.2578923510063729,1.2578923510063729,0.6442404104738281,134.256127456107,40
41,1.2578923510063729,1.2578923510063729,0.6462966247261683,134.25617607668795,41
42,1.2578923510063729,1.2578923510063729,0.6452685175999981,134.25609228021284,42
43,1.6672996929660662,1.6672996929660662,0.8887465295013833,138.27829189848163,43
44,0.5954573518659625,0.5954573518659625,0.2513128160911523,160.78781498462746,44
45,1.004864704124707,1.004864704124707,0.4947908341174703,137.71301624897546,45
46,1.414272035785349,1.414272035785349,0.7382688398939227,134.60855682058278,46
47,1.307093879604672,1.307093879604672,0.6745290831489238,134.18843430156284,47
48,1.302799243864465,1.302799243864465,0.6719750269200808,134.1875209023446,48
49,1.3019389578116696,1.3019389578116696,0.6714634075221518,134.18749192357717,49
50,1.3014984917395227,1.3014984917395227,0.6712014586204955,134.18749702588056,50
51,1.7553929065766596,1.7553929065766596,0.8383255977286816,139.04365283589166,51
52,1.3019389578116696,1.3019389578116696,0.6714634075221518,134.18749192357717,52
53,1.3019389578116696,1.3019389578116696,1.6714634075221517,164.36192867690497,53
54,1.3019389578116696,1.3019389578116696,-0.9465705924778481,7.722068221392453e+16,54
55,1.3019389578116696,1.3019389578116696,0.05342943267815181,175.9029404249102,55
56,1.3019389578116696,1.3019389578116696,1.053429407522152,140.6363307600863,56
57,1.3019389578116696,1.3019389578116696,0.7624036228132673,134.74383808789275,57
58,1.3019389578116696,1.3019389578116696,0.6342433790231181,134.20145902500994,58
59,1.3019389578116696,1.3019389578116696,0.6565568685817339,134.17469197803138,59
60,1.3019389578116696,1.3019389578116696,0.6562463153832113,134.1746816740057,60
61,1.3019389578116696,1.3019389578116696,0.6560941444518219,134.17468049553258,61
62,1.3019389578116696,1.3019389578116696,0.6559404518111186,134.17468189065826,62
63,1.3019389578116696,1.3019389578116696,0.6560941444518219,134.17468049553258,63
64,1.7113462997713629,1.7113462997713629,0.8995721563532071,139.03705240748016,64
65,0.6395039586712592,0.6395039586712592,0.26213844294297606,157.1581874927418,65
66,1.0489113109300034,1.0489113109300034,0.5056164609692941,136.83555451865223,66
67,1.4583186425906458,1.4583186425906458,0.7490944667457464,134.89227844616553,67
68,1.3179407468092412,1.3179407468092412,0.6656105438240094,134.17442331895282,68
69,1.3101848219992613,1.3101848219992613,0.6609980296855199,134.17232970916595,69
70,1.3101023633532913,1.3101023633532913,0.6609489908307482,134.17232979581308,70
71,1.3102672806452313,1.3102672806452313,0.6610470685402917,134.17233009405885,71
72,1.318430686186853,1.318430686186853,0.650532651848888,134.17788312661432,72
73,1.3101848219992613,1.3101848219992613,0.6609980296855199,134.17232970916595,73
74,1.318430686186853,1.318430686186853,0.650532651848888,134.17788312661432,74
75,1.2968427333843555,1.2968427333843555,0.6779313668480368,134.2071076453041,75
76,1.3050885977793802,1.3050885977793802,0.6674659887481378,134.17927201266068,76
77,1.313334461759539,1.313334461759539,0.6570006111747729,134.17199126354535,77
78,1.3121127139974351,1.3121127139974351,0.6585512129868568,134.1717628210875,78
79,1.312093435077371,1.312093435077371,0.658575681153948,134.1717628739764,79
80,1.3121319929174993,1.3121319929174993,0.6585267448197655,134.17176288176964,80
81,1.3121127139974351,1.3121127139974351,0.6585512129868568,134.1717628210875,81
82,1.7215200559571284,1.7215200559571284,0.902029224888242,139.22157913066843,82
83,0.6496777148570247,0.6496777148570247,0.26459551147801097,156.39748570403626,83
