x10,x20,x1*,x2*,y*,r*,nfev
-0.8501891227380174,0.8854736862359596,-0.6481083159636745,0.9999999999999999,-9007199254740991.0,1.1916561539392434,400
-0.2928589372073249,-0.14872977156654676,0.9999999999999999,-0.26454139306744584,-9007199254740991.0,1.034399414465256,400
0.4887278343773811,0.2027864387198519,0.9999999999999999,0.2579386869404133,-9007199254740994.0,1.0327305390180657,400
-0.15420478930399062,0.9144896817555861,-0.14216151531982663,0.9999999999999999,-9007199254740991.0,1.0100544027120664,400
-0.0859188874786938,-0.4087282954561122,-0.1567310442563843,0.9999999999999999,-9007199254740991.0,1.0122077949876183,400
0.6024267168804467,-0.6454744209931838,0.9999999999999999,-0.22061025889405134,-9007199254740991.0,1.0240453536486067,400
-0.4191033180657313,-0.700316877876614,0.9999999999999999,-1.2285322009100008,-9007199254740991.0,1.584074293924616,400
-0.7649892591042127,-0.4179128556951184,-1.3065476657263262,0.9999999999999999,-9007199254740991.0,1.6453166269186341,400
-0.35507485450495535,0.7829335124926218,-0.22237157030086366,0.9999999999999999,-9007199254740991.0,1.0244262371093742,400
-0.9531563371310279,0.6517631744728603,-1.1940997070701596,0.9999999999999999,-9007199254740991.0,1.5575217848958134,400
0.17920000692551796,0.1209480674262613,0.9999999999999999,0.24379250557981488,-9007199254740994.0,1.0292884852056219,400
-0.39768686182915913,0.8161576026345183,-0.29477727949879096,0.9999999999999999,-9007199254740991.0,1.042541914988893,400
-0.010190873903489495,-0.5908676279058029,-0.01457685093729007,0.9999999999999999,-9007199254740991.0,1.0001062366485112,400
0.5777964088701608,-0.8699878262202496,0.9999999999999999,-0.14179125518223074,-9007199254740991.0,1.0100023564557423,400
0.2975535697359417,0.4078476574734411,0.38517620743564884,0.9999999999999999,-9007199254740994.0,1.0716159343601184,400
0.12051502716133244,0.29954075488571985,0.1524649469651504,0.9999999999999999,-9007199254740994.0,1.0115560093504887,400
0.5970752632609833,0.4343399044318408,0.9999999999999999,0.4087199888666726,-9007199254740994.0,1.0803018232416222,400
-0.24282391317490437,-0.3800821233699101,-0.4341297315979322,0.9999999999999999,-9007199254740991.0,1.0901690803986748,400
-0.9148634359482177,-0.27676696275829604,-4.356236180239938,0.9999999999999999,-9007199254740992.0,4.469540654030506,400
-0.6590866120654826,-0.020997621764586194,0.9999999999999999,-0.03224623161844363,-9007199254740991.0,1.0005197746439547,400
-0.8293788900628074,-0.963104517983894,0.9999999999999999,-2.7561642978522785,-9007199254740992.0,2.9319689010553205,400
0.7231412759106828,-0.6282744539732696,0.9999999999999999,-0.3354969246505474,-9007199254740991.0,1.0547787381484208,400
0.9627292348895866,0.460706330197328,0.9999999999999999,0.50363072532356,-9007199254740994.0,1.1196624078220787,400
0.40542298163223234,0.4301324664300612,0.5437690421384137,0.9999999999999999,-9007199254740994.0,1.138281499097709,400
-0.396832832409985,0.3466825811558041,0.4306214502817767,0.9999999999999999,-9007199254740994.0,1.088776760150023,400
0.8997497780466424,0.24020428388795834,0.9999999999999999,0.25383159596128513,-9007199254740994.0,1.0317124013542984,400
-0.3780657552838287,-0.3826446783320723,0.9999999999999999,-0.7430943234465747,-9007199254740991.0,1.245868842831589,400
0.14196036438228932,0.4931055346393296,0.18484105817622765,0.9999999999999999,-9007199254740994.0,1.0169396328139184,400
-0.997441613649205,0.29202068548342774,-1.4627696059316913,0.9999999999999999,-9007199254740991.0,1.7719184292843604,400
-0.47920048988764585,0.6569401612205967,-0.1546754379017038,0.9999999999999999,-9007199254740991.0,1.0118915411693505,400
0.3541170290574456,-0.22895846587973945,0.9999999999999999,0.20381190872042015,-9007199254740994.0,1.0205583247106755,400
0.42811416996008544,0.30628599325060346,0.9999999999999999,0.42588502529757943,-9007199254740994.0,1.0869121651599636,400
0.9986212938054291,-0.4268804764211258,0.9999999999999999,-0.40815793178756143,-9007199254740991.0,1.0800893006048617,400
-0.5984195545111908,0.12999111537249797,0.9999999999999999,0.43951023750486307,-9007199254740994.0,1.0923228684192146,400
0.13303927672794424,-0.2088244078827013,0.7730558694174352,0.9999999999999999,-9007199254740996.0,1.2639681076833966,400
0.8361958244153906,0.49292283101478507,0.9999999999999999,0.4998608931085518,-9007199254740994.0,1.1179717851803233,400
0.5523282943915389,0.6897399621856302,0.6262318793560011,0.9999999999999999,-9007199254740994.0,1.1799009986951232,400
-0.9765641692775102,0.7152485537086397,-1.068830483294553,0.9999999999999999,-9007199254740991.0,1.4636934795303516,400
-0.004295392841979329,-0.6788905084530692,-0.006558771081035592,0.9999999999999999,-9007199254740991.0,1.0000215085077386,400
0.6600466411400387,0.9245807963478476,0.6945057437842187,0.9999999999999999,-9007199254740996.0,1.2175131326393447,400
0.4769153315863941,0.7547478786509141,0.5389854297397034,0.9999999999999999,-9007199254740994.0,1.1360040904291202,400
0.9065916150892765,-0.2730681606707557,0.9999999999999999,-0.2321801679062407,-9007199254740991.0,1.0266000342728272,400
-0.6246225552465088,0.13184679183820514,0.9999999999999999,0.4050014965476966,-9007199254740994.0,1.0789004644571591,400
-0.5501010759387894,-0.37533874301328063,-1.0391233053678275,0.9999999999999999,-9007199254740991.0,1.4421432812860722,400
-0.059523086911063894,-0.34975024270765687,-0.12502407298217844,0.9999999999999999,-9007199254740991.0,1.0077852047063665,400
0.5007324124823025,-0.3872978218718013,0.9999999999999999,0.07669459122250705,-9007199254740994.0,1.002936718005073,400
