x1_0,x2_0,x1,x2,y,f_calls,g_calls
4.514483221439868,1.0586229126102413,1.0000000011278691,2.999999998829869,2.6484393347106437e-18,700,175
-4.834315867001012,-4.308862593476834,1.000000001295219,2.9999999986752868,3.4359382580813813e-18,664,166
2.1496658467574186,7.983229062918941,0.9999999985531941,3.000000001474231,4.269612392707067e-18,688,172
2.1600093576221706,6.576231939350322,0.9999999986407597,3.000000001419789,3.877997637894012e-18,676,169
7.507682065748362,-0.8935278578649957,1.0000000014397858,2.9999999985059835,4.316830406006018e-18,712,178
-7.459775627323831,-0.32227482868437285,0.9999999986211223,3.0000000014220443,3.930967596270485e-18,700,175
-7.023359973582918,7.8614105152751925,0.9999999987590434,3.000000001232614,3.0595891583585507e-18,724,181
5.930511474482076,-9.475092584614146,1.000000001199024,2.9999999987528847,3.002206198670839e-18,736,184
-0.5763549216480648,-1.8654620207827186,1.0000000012727628,2.9999999987070827,3.2931874249390154e-18,688,172
-4.614946818991214,8.137983376838996,0.9999999987641424,3.0000000012358443,3.0546552760483353e-18,712,178
6.79000471088289,5.096904139922252,1.0000000014624886,2.9999999985579677,4.220004429962697e-18,688,172
5.291343533220591,3.498346299494255,1.0000000014101522,2.9999999986185997,3.900103425788527e-18,688,172
-1.321579148392848,7.735794822404166,0.999999998459591,3.0000000014859163,4.592686642953361e-18,700,175
7.470036296214431,1.6364401614230282,1.0000000012020434,2.9999999987476977,3.023274167709935e-18,712,178
2.582261454318635,0.9586978164917408,1.0000000014179695,2.9999999985228443,4.206637960527074e-18,676,169
8.048469497472517,-6.360288088613637,1.0000000014469037,2.9999999985387777,4.2295215167804905e-18,724,181
6.565274106627125,-1.6892704032449775,1.0000000012233072,2.9999999987476382,3.0682661158340725e-18,712,178
7.285858570482414,2.1947758578703933,1.000000001112887,2.999999998839716,2.5937623242690274e-18,712,178
-0.612347729421236,1.186779989956836,1.0000000011856058,2.999999998780944,2.896233181839692e-18,604,151
-3.1109426702227,-9.38562208745067,1.000000001551935,2.9999999985098307,4.644369638207893e-18,712,178
1.9009162251759708,3.4328749167462504,1.0000000012503387,2.9999999987274193,3.184787974186371e-18,628,157
-5.321892915699897,8.124685549062693,0.9999999986039246,3.000000001438492,4.025482048572585e-18,712,178
1.7442195439183443,2.338190965397507,1.000000001111131,2.9999999989071697,2.430230160852959e-18,652,163
-3.549440677418742,5.081716187440213,0.9999999985915677,3.000000001459419,4.123982529087894e-18,700,175
-2.5366685743183037,-5.9339207228290825,1.0000000014949024,2.9999999985505923,4.343796277502348e-18,700,175
-8.94518035136802,0.86033866952131,0.9999999986353811,3.0000000014232193,3.901474585494275e-18,712,178
3.004619710966116,1.544958168415075,1.000000001463915,2.999999998596662,4.12708342750761e-18,676,169
-9.082787354947843,2.27733420867275,0.9999999989197655,3.0000000010907826,2.357158391441638e-18,724,181
-8.449989754766749,-2.79806662697597,0.9999999985086343,3.0000000014896524,4.443247667180468e-18,688,172
-9.605432503585616,-6.3430061090545475,0.9999999988699174,3.000000001118941,2.5296112636081806e-18,664,166
-0.7513926543116405,8.316160864946017,0.9999999989041983,3.000000001053055,2.3170162181686253e-18,712,178
7.485522919066284,4.179045911055772,1.0000000013537618,2.999999998610131,3.7696226605325326e-18,700,175
8.503050498141409,-3.767687563731732,1.0000000011589976,2.9999999988805217,2.60275456421665e-18,724,181
-0.3145123110270571,9.51712153317904,0.9999999987449422,3.0000000012045835,3.0363821667066685e-18,712,178
