x1_0,x2_0,x1,x2,y,f_calls,g_calls
4.514483221439868,1.0586229126102413,1.0000000061329124,2.9999999938670876,7.522523991000627e-17,756,189
-4.834315867001012,-4.308862593476834,1.0000000058688239,2.9999999941311764,6.88861820526935e-17,708,177
2.1496658467574186,7.983229062918941,0.9999999940887541,3.0000000059112457,6.988566231000485e-17,744,186
2.1600093576221706,6.576231939350322,0.9999999936904138,3.0000000063095857,7.962175569880295e-17,724,181
7.507682065748362,-0.8935278578649957,1.0000000062135879,2.999999993786412,7.721734834831043e-17,780,195
-7.459775627323831,-0.32227482868437285,0.9999999942249459,3.0000000057750538,6.670249205884455e-17,756,189
-7.023359973582918,7.8614105152751925,0.9999999937652252,3.000000006234775,7.774483657039987e-17,788,197
5.930511474482076,-9.475092584614146,1.0000000061398848,2.999999993860115,7.539637672748653e-17,800,200
-0.5763549216480648,-1.8654620207827186,1.000000006261363,2.999999993738637,7.840933282605845e-17,736,184
-4.614946818991214,8.137983376838996,0.9999999942186604,3.0000000057813394,6.684777068265055e-17,784,196
6.79000471088289,5.096904139922252,1.0000000063273875,2.9999999936726125,8.007166522208509e-17,740,185
5.291343533220591,3.498346299494255,1.0000000058486902,2.9999999941513096,6.841435927816847e-17,744,186
-1.321579148392848,7.735794822404166,0.9999999942167151,3.000000005783285,6.689276990420949e-17,768,192
7.470036296214431,1.6364401614230282,1.000000005777431,2.999999994222569,6.675741741275237e-17,772,193
2.582261454318635,0.9586978164917408,1.000000006208253,2.999999993791747,7.708482221771123e-17,740,185
8.048469497472517,-6.360288088613637,1.0000000057882428,2.9999999942117572,6.700750882092819e-17,800,200
6.565274106627125,-1.6892704032449775,1.0000000061259713,2.9999999938740287,7.505503750692047e-17,780,195
7.285858570482414,2.1947758578703933,1.0000000058109022,2.999999994189098,6.753316368458229e-17,768,192
-0.612347729421236,1.186779989956836,1.0000000059184213,2.9999999940815787,7.00554215720099e-17,632,158
-3.1109426702227,-9.38562208745067,1.0000000061027368,2.9999999938972635,7.448678651273539e-17,772,193
1.9009162251759708,3.4328749167462504,1.0000000059362215,2.9999999940637783,7.047745700720685e-17,664,166
-5.321892915699897,8.124685549062693,0.999999993845722,3.0000000061542784,7.57502748147759e-17,784,196
1.7442195439183443,2.338190965397507,1.0000000062179197,2.9999999937820805,7.732505717578105e-17,704,176
-3.549440677418742,5.081716187440213,0.9999999939622082,3.0000000060377916,7.290986553586676e-17,764,191
